Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight,Outliers,bin_cut_break,Price Range,INDEX,Brand_Encode,Dial Shape_Encode,Strap Color_Encode,Strap Material_Encode,Battery Life (Days)_Encode,Display Size_Encode,Weight_Encode,Bluetooth_Encode,Touchscreen_Encode
samsung,49999.0,54999.0,9.091074382999999,4.4,88.0,Watch 5 pro45mmSuper AMOLED displayLTE callingwith advanced GPS tracking,Circle,Grey,Rubber,Yes,3.5,Yes,1.4 inches,20 - 35 g,NO,Medium,< 56000,346,25735.0,20701.0,10119.0,20907.0,3.0,16490.0,17634.0,1.0,1.0
samsung,24999.0,26999.0,7.4076817660000005,4.1,91.0,Galaxy Watch4 Bluetooth (4.0cm),Circle,Black,Fluoroelastomer,Yes,3.5,Yes,4.0 inches,<= 20 g,NO,Medium,< 56000,347,26776.0,21132.0,16148.0,21183.0,3.0,19103.0,23623.0,1.0,1.0
samsung,31999.0,34999.0,8.571673476,3.8,40.0,Galaxy Watch4 Classic Bluetooth (4.2cm),Circle,Black,Fluoroelastomer,Yes,3.5,Yes,1.2 inches,20 - 35 g,NO,Medium,< 56000,348,26485.0,21012.0,16008.0,20600.0,3.0,30744.0,17903.0,1.0,1.0
samsung,39490.0,,,4.3,1489.0,Galaxy Watch 3 45 mm LTE,Circle,Black,Leather,Yes,3.5,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,349,26173.0,20882.0,15858.0,15995.0,3.0,19389.0,17791.0,1.0,1.0
samsung,31999.0,39999.0,20.00050001,4.2,567.0,Galaxy Watch4 Classic LTE (4.2cm),Circle,Black,Fluoroelastomer,Yes,3.5,Yes,1.2 inches,20 - 35 g,NO,Medium,< 56000,350,26485.0,21012.0,16008.0,20600.0,3.0,30744.0,17903.0,1.0,1.0
samsung,28999.0,31999.0,9.375292978,3.8,12.0,Galaxy Watch4 LTE (4.0cm),Circle,Pink,Fluoroelastomer,Yes,3.5,Yes,1.2 inches,<= 20 g,NO,Medium,< 56000,351,26610.0,21063.0,11071.0,20850.0,3.0,31044.0,23515.0,1.0,1.0
samsung,27490.0,29989.0,8.333055454,4.2,201.0,Galaxy Watch 46 mm LTE,Circle,Black,Silicon,Yes,3.5,Yes,1.8 inches,75g +,NO,Medium,< 56000,352,26673.0,21089.0,16098.0,14784.0,3.0,19934.0,15748.0,1.0,1.0
samsung,19990.0,,,4.3,68.0,Galaxy Watch Active,Circle,Blue,Rubber,Yes,3.5,Yes,1.1 inches,<= 20 g,NO,Medium,< 56000,353,26985.0,21219.0,15474.0,23408.0,3.0,19103.0,23758.0,1.0,1.0
samsung,24490.0,28490.0,14.04001404,3.7,153.0,Galaxy Watch 42 mm LTE,Circle,Beige,Silicon,Yes,3.5,Yes,1.7 inches,20 - 35 g,NO,Medium,< 56000,354,26798.0,21141.0,10749.0,14819.0,3.0,17108.0,18015.0,1.0,1.0
samsung,30990.0,34490.0,10.14786895,4.1,1980.0,Galaxy Watch Active 2 Steel LTE,Circle,Brown,Silicon,Yes,17.5,Yes,1.4 inches,20 - 35 g,NO,Medium,< 56000,355,26527.0,21029.0,14662.0,14744.0,17.0,17221.0,17918.0,1.0,1.0
samsung,29990.0,30990.0,3.22684737,4.3,1489.0,Galaxy Watch 3 41 mm LTE,Circle,Pink,Leather,Yes,3.5,Yes,1.6 inches,20 - 35 g,NO,Medium,< 56000,356,26568.0,21046.0,10948.0,17353.0,3.0,31755.0,17933.0,1.0,1.0
garmin,33490.0,,,4.7,,"Venu Sq 2 Music, AMOLED, Mindful Breathing, Upto 11 Days Battery",Square,Black,Silicon,Yes,17.5,Yes,1.4 inches,20 - 35 g,NO,Medium,< 56000,363,40267.0,7258.0,15978.0,14715.0,17.0,17125.0,17881.0,1.0,1.0
garmin,24990.0,36490.0,31.51548369,4.4,43.0,"Forerunner 245 Music, GPS Running Smartwatch, Advanced Running Dynamics",Circle,Red,Silicon,No,22.0,Yes,1.2 inches,20 - 35 g,NO,Medium,< 56000,364,41212.0,21132.0,27096.0,14813.0,22.0,31445.0,18007.0,1.0,0.0
garmin,34990.0,51990.0,32.69859588,4.3,6.0,"Forerunner 745, GPS Multisport Watch, Training Stats, Advanced Running Dynamics",Circle,Red,Silicon,No,22.0,Yes,1.2 inches,20 - 35 g,NO,Medium,< 56000,365,40101.0,20960.0,23763.0,14697.0,22.0,30445.0,17858.0,1.0,0.0
garmin,49990.0,51990.0,3.846893633,4.7,,Approach S62,Circle,Black,Silicon,Yes,8.0,Yes,1.3 inches,75g +,NO,Medium,< 56000,368,38434.0,20701.0,15648.0,14523.0,8.0,14967.0,15087.0,1.0,1.0
garmin,27990.0,,,5.0,3.0,"Venu Sq 2, AMOLED, Mindful Breathing, Upto 11 Days of Battery",Square,Grey,Rubber,Yes,17.5,Yes,1.4 inches,20 - 35 g,NO,Medium,< 56000,373,40878.0,7430.0,11691.0,22741.0,17.0,17336.0,17963.0,1.0,1.0
garmin,46990.0,,,4.5,8.0,"Venu 2 Plus, AMOLED Display, Built in Speaker & MIC, Upto 9 Days Battery, SPO2",Circle,White,Silicon,Yes,3.5,Yes,1.3 inches,75g +,NO,Medium,< 56000,375,38767.0,20753.0,46430.0,14558.0,3.0,15182.0,15175.0,1.0,1.0
garmin,27990.0,39990.0,30.00750188,3.7,10.0,"Venu, GPS Smartwatch with Music, Body Energy Monitoring, Animated Workouts",Circle,Blue,Silicon,Yes,3.5,Yes,1.2 inches,20 - 35 g,NO,Medium,< 56000,383,40878.0,21081.0,15029.0,14779.0,3.0,31145.0,17963.0,1.0,1.0
huawei,18990.0,29990.0,36.67889296,4.3,189.0,GT 2 Pro,Circle,Black,Fluoroelastomer,Yes,8.0,Yes,1.4 inches,75g +,NO,Medium,< 56000,385,11790.0,21236.0,16268.0,21684.0,8.0,17682.0,15998.0,1.0,1.0
apple,29650.0,29900.0,0.836120401,4.5,154.0,Watch SE GPS (2nd Gen),Rectangle,Midnight,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,388,45491.0,23966.0,4199.0,14759.0,22.0,31772.0,23497.0,1.0,1.0
apple,37900.0,,,4.4,65.0,Watch SE GPS + Cellular (2nd Gen),Rectangle,Starlight Sport,Silicon,Yes,22.0,Yes,1.7 inches,<= 20 g,NO,Medium,< 56000,389,45132.0,23791.0,52400.0,14663.0,22.0,15767.0,23274.0,1.0,1.0
apple,33900.0,,,4.6,3440.0,Watch SE GPS + Cellular,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,391,45306.0,23876.0,10459.0,14710.0,22.0,31560.0,23382.0,1.0,1.0
apple,55900.0,,,4.5,132.0,Watch Series 8 GPS + Cellular,Rectangle,Starlight Sport,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,392,44349.0,23408.0,43400.0,14454.0,22.0,30460.0,22787.0,1.0,1.0
apple,44730.0,44900.0,0.37861915399999996,4.6,2847.0,"Watch Series7 (GPS, 45mm) - Green Aluminium Case with Clover Sport Band",Rectangle,Green,Aluminium,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,393,44835.0,23645.0,32666.0,46096.0,22.0,19151.0,17713.0,1.0,1.0
apple,41900.0,,,4.6,2847.0,"Watch Series7 (GPS, 41mm) - Green Aluminium Case with Clover Sport Band",Rectangle,Green,Aluminium,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,394,44958.0,23706.0,33609.0,46410.0,22.0,31160.0,23166.0,1.0,1.0
apple,29900.0,,,4.6,5502.0,"Watch SE (GPS, 40mm) - Gold Aluminium Case with Starlight Sport Band - Regular",Rectangle,Gold,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,395,45480.0,23961.0,53400.0,14756.0,22.0,31760.0,23490.0,1.0,1.0
apple,49666.0,50900.0,2.424361493,4.5,1519.0,"Watch Series7 (GPS + Cellular, 41mm)Blue Aluminium Case-Abyss Blue Sport Band",Rectangle,Blue,Aluminium,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,396,44620.0,23540.0,13825.0,45547.0,22.0,30771.0,22956.0,1.0,1.0
apple,53900.0,,,4.5,1519.0,"Watch Series7 (GPS + Cellular, 45mm)Blue Aluminium Case-Abyss Blue Sport Band",Rectangle,Blue,Aluminium,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,397,44436.0,23450.0,13590.0,45077.0,22.0,18734.0,17576.0,1.0,1.0
apple,49900.0,,,4.5,1349.0,Watch Series 6 GPS + Cellular,Rectangle,Black,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g,NO,Medium,< 56000,398,44610.0,23535.0,15650.0,14524.0,22.0,30760.0,17636.0,1.0,1.0
apple,48900.0,,,4.3,158.0,Watch Series 8 GPS,Rectangle,Starlight Sport,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,399,44654.0,23557.0,46900.0,14535.0,22.0,18961.0,17651.0,1.0,1.0
apple,29900.0,,,4.6,5502.0,"Watch SE(GPS, 40mm) - Silver Aluminium Case with Abyss Blue Sport Band - Regular",Rectangle,Silver,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,400,45480.0,23961.0,14596.0,14756.0,22.0,31760.0,23490.0,1.0,1.0
apple,29900.0,,,4.6,5502.0,Apple Watch SE,Rectangle,White,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,401,45480.0,23961.0,52126.0,14756.0,22.0,31760.0,23490.0,1.0,1.0
apple,32899.0,32900.0,0.003039514,4.6,5502.0,"Watch SE (GPS, 44mm) - Space Grey Aluminium Case with Midnight Sport Band",Rectangle,Grey,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g,NO,Medium,< 56000,402,45349.0,23897.0,11340.0,14722.0,22.0,16267.0,17889.0,1.0,1.0
apple,41900.0,,,4.6,2847.0,"Watch Series7 (GPS, 41mm) - Midnight Aluminium Case with Midnight Sport Band",Rectangle,Black,Aluminium,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,404,44958.0,23706.0,15810.0,46410.0,22.0,31160.0,23166.0,1.0,1.0
apple,53900.0,,,4.5,1519.0,Watch Series7 (GPS+Cellular-45mm)Green Aluminium Case-Clover Sport Band,Rectangle,Green,Aluminium,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,405,44436.0,23450.0,29609.0,45077.0,22.0,18734.0,17576.0,1.0,1.0
apple,44900.0,,,4.6,2847.0,Watch Series7 (GPS-45mm) (PRODUCT)RED Aluminium Case-(PRODUCT)RED Sport Band,Rectangle,Red,Aluminium,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,406,44828.0,23642.0,20459.0,46077.0,22.0,19143.0,17710.0,1.0,1.0
apple,44900.0,,,4.6,2847.0,"Watch Series7 (GPS, 45mm) - Blue Aluminium Case with Abyss Blue Sport Band",Rectangle,Blue,Aluminium,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Medium,< 56000,407,44828.0,23642.0,14090.0,46077.0,22.0,19143.0,17710.0,1.0,1.0
apple,41900.0,,,4.6,2847.0,"Watch Series7 (GPS, 41mm) - Blue Aluminium Case with Abyss Blue Sport Band",Rectangle,Blue,Aluminium,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,408,44958.0,23706.0,14256.0,46410.0,22.0,31160.0,23166.0,1.0,1.0
apple,40900.0,,,4.5,1720.0,Watch Series 6 GPS,Rectangle,Black,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g,NO,Medium,< 56000,409,45001.0,23727.0,15830.0,14628.0,22.0,31210.0,17770.0,1.0,1.0
apple,41900.0,,,4.6,2847.0,"Watch Series7 (GPS, 41mm) - Starlight Aluminium Case with Starlight Sport Band",Rectangle,White,Aluminium,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,410,44958.0,23706.0,48126.0,46410.0,22.0,31160.0,23166.0,1.0,1.0
apple,32900.0,,,4.6,5502.0,"Watch SE (GPS, 44mm) - Gold Aluminium Case with Starlight Sport Band - Regular",Rectangle,Gold,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g,NO,Medium,< 56000,411,45349.0,23897.0,51900.0,14721.0,22.0,16267.0,17889.0,1.0,1.0
fitbit,20499.0,,,4.7,114.0,Versa 4,Square,Beet Juice,Silicon,Yes,17.5,Yes,1.5 inches,20 - 35 g,NO,Medium,< 56000,413,17040.0,7664.0,19103.0,14866.0,17.0,24999.0,18075.0,1.0,1.0
fitbit,20999.0,22999.0,8.696030262,4.2,547.0,Sense,Curved,Black,Rubber,Yes,17.5,Yes,1.6 inches,<= 20 g,NO,Medium,< 56000,414,16969.0,19103.0,16228.0,23324.0,17.0,32205.0,23731.0,1.0,1.0
fitbit,20590.0,21499.0,4.228103633,4.1,4475.0,Versa,Square,Black,Silicon,Yes,3.5,Yes,1.3 inches,20 - 35 g,NO,Medium,< 56000,418,17027.0,7661.0,16236.0,14865.0,3.0,17067.0,18073.0,1.0,1.0
fitbit,24999.0,,,4.7,,Sense 2,Square,White Platinum,Silicon,Yes,17.5,Yes,1.5 inches,20 - 35 g,NO,Medium,< 56000,419,16397.0,7523.0,19103.0,14813.0,17.0,20499.0,18007.0,1.0,1.0
amazfit,18999.0,25999.0,26.92411247,4.2,115.0,GTR 3 Pro,Circle,Brown,Silicon,Yes,8.0,Yes,1.4 inches,20 - 35 g,NO,Medium,< 56000,422,8799.0,21236.0,18659.0,14883.0,8.0,17682.0,18097.0,1.0,1.0
garmin,67490.0,,,4.7,,"Forerunner 955 Solar charging upto 20 days, HRV & Stamina Status, Triathlon",Circle,White,Silicon,No,8.0,Yes,1.3 inches,75g +,NO,High,< 140000,433,36490.0,20400.0,39596.0,14319.0,8.0,13717.0,14572.0,1.0,0.0
garmin,64990.0,82990.0,21.68936016,4.7,,"Fenix 6S Sapphire, Premium GPS Watch, Music, Pace Guidance and Pulse Ox Sensors",Circle,Black,Silicon,Yes,22.0,Yes,1.2 inches,75g +,NO,High,< 140000,436,36767.0,20443.0,15348.0,14348.0,22.0,27445.0,14645.0,1.0,1.0
apple,89900.0,,,4.7,51.0,Watch Ultra GPS + Cellular,Rectangle,Orange Alpine,Fabric,Yes,3.5,Yes,1.9 inches,75g +,YES,High,< 140000,439,42871.0,22684.0,1999.0,8999.0,3.0,2654.0,13913.0,1.0,1.0
apple,73900.0,,,4.5,1519.0,"Watch Series7(GPS+Cellular, 41mm)-Gold Stainless Steel Case-Gold Milanese Loop",Rectangle,Gold,Stainless Steel,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,High,< 140000,440,43567.0,23025.0,31400.0,3499.0,22.0,29560.0,22301.0,1.0,1.0
noise,1599.0,4999.0,68.01360272,4.1,13901.0,Wrb-sw-colorfitpulsegobuzz-std-blk_blk,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,1,,,,,,,,,
noise,1499.0,3999.0,62.51562891,4.0,32704.0,NSW-05,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,2,,,,,,,,,
noise,1999.0,4999.0,60.0120024,4.1,1018.0,,,,,,,Yes,1.4 inches,35 - 50 g,NO,Low,< 18000,3,,,,,,,,,
noise,1799.0,3999.0,55.01375344,4.0,32704.0,wrb-sw-colorfitgrand-std-rpnk_rpnk,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,4,,,,,,,,,
noise,1999.0,6499.0,69.24142176,4.1,39479.0,Wrb-sw-colorfitultrase-std-gld_brn,,,Other,Yes,8.0,Yes,1.8 inches,35 - 50 g,NO,Low,< 18000,5,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.1,39479.0,Wrb-sw-colorfitultra-std-gry_blk,,,Other,Yes,8.0,Yes,1.8 inches,35 - 50 g,NO,Low,< 18000,6,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.1,8765.0,Wrb-sw-colorfitpulse2max-std-blk_blk,,,Other,Yes,8.0,Yes,1.9 inches,35 - 50 g,NO,Low,< 18000,7,,,,,,,,,
noise,1799.0,3999.0,55.01375344,4.0,32704.0,wrb-sw-colorfitgrand-std-grn_grn,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,8,,,,,,,,,
noise,3799.0,7999.0,52.50656332,3.8,545.0,Wrb-sw-colorfitpro4alpha-std-blk_blk,,,,,8.0,Yes,,35 - 50 g,NO,Low,< 18000,9,,,,,,,,,
noise,3499.0,5999.0,41.67361227,3.8,281.0,Wrb-sw-force-std-blk_blk,,,,,8.0,Yes,,35 - 50 g,NO,Low,< 18000,10,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.1,9081.0,wrb-sw-colorfitultrabuzz-std-ogrn_ogrn,,,Other,Yes,,Yes,1.8 inches,35 - 50 g,NO,Low,< 18000,11,,,,,,,,,
noise,1499.0,4999.0,70.0140028,4.0,93075.0,wrb-sw-colorfitpro2-std-blk,,,Polycarbonate,Yes,3.6,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,12,,,,,,,,,
noise,1799.0,4999.0,64.01280256,4.1,13901.0,Wrb-sw-colorfitpulsegobuzz-std-gry_gry,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,13,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.1,8765.0,Wrb-sw-colorfitpulse2max-std-blu_blu,,,Other,Yes,8.0,Yes,1.9 inches,35 - 50 g,NO,Low,< 18000,14,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.1,9081.0,wrb-sw-colorfitultrabuzz-std-blk_blk,,,Other,Yes,,Yes,1.8 inches,35 - 50 g,NO,Low,< 18000,15,,,,,,,,,
noise,2499.0,5999.0,58.34305718,3.5,227.0,,,,,,,Yes,1.3 inches,35 - 50 g,NO,Low,< 18000,16,,,,,,,,,
noise,1799.0,3999.0,55.01375344,4.0,32704.0,wrb-sw-colorfitgrand-std-blu_blu,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,17,,,,,,,,,
noise,2999.0,5999.0,50.00833472,4.1,5866.0,Wrb-sw-colorfitpro4-std-slvr_org,,,Other,Yes,,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,18,,,,,,,,,
noise,1799.0,4999.0,64.01280256,4.0,69803.0,Wrb-sw-colorfitpulse2-std-blu_blu,,,Other,Yes,,Yes,1.8 inches,35 - 50 g,NO,Low,< 18000,19,,,,,,,,,
noise,1799.0,4999.0,64.01280256,4.1,13901.0,wrb-sw-colorfitpulsegobuzz-std-grn_grn,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,20,,,,,,,,,
noise,3799.0,7999.0,52.50656332,3.8,545.0,Wrb-sw-colorfitpro4alpha-std-slvr_gry,,,,,8.0,Yes,,35 - 50 g,NO,Low,< 18000,21,,,,,,,,,
noise,1799.0,4999.0,64.01280256,4.1,13901.0,wrb-sw-colorfitpulsegobuzz-std-rgld_pnk,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,22,,,,,,,,,
noise,1799.0,3999.0,55.01375344,4.0,32704.0,wrb-sw-colorfitgrand-std-cgry_cgry,,,Other,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,23,,,,,,,,,
noise,1999.0,5999.0,66.67777963,4.2,80483.0,"ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance",Rectangle,Black,Silicon,Yes,22.0,Yes,1.8 inches,,NO,Low,< 18000,24,,,,,,,,,
noise,1299.0,3999.0,67.51687922,4.2,27445.0,"ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces",Square,Black,Silicon,Yes,22.0,Yes,1.7 inches,,NO,Low,< 18000,25,,,,,,,,,
noise,1799.0,4999.0,64.01280256,4.2,219512.0,"Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games",Rectangle,Black,Silicon,Yes,22.0,Yes,1.7 inches,,NO,Low,< 18000,26,,,,,,,,,
noise,1499.0,4999.0,70.0140028,3.4,504.0,"ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode",Rectangle,Green,Silicon,Yes,8.0,Yes,1.8 inches,,NO,Low,< 18000,27,,,,,,,,,
noise,1599.0,4999.0,68.01360272,4.3,4398.0,"Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness",Rectangle,Green,Silicon,Yes,22.0,Yes,1.7 inches,,NO,Low,< 18000,28,,,,,,,,,
noise,1499.0,3999.0,62.51562891,4.2,275607.0,"ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes",Square,White,Silicon,Yes,8.0,Yes,1.7 inches,,NO,Low,< 18000,29,,,,,,,,,
noise,3999.0,6999.0,42.86326618,4.4,12469.0,"Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology",Circle,Black,Silicon,Yes,22.0,Yes,1.4 inches,,NO,Low,< 18000,30,,,,,,,,,
noise,2999.0,7999.0,62.50781348,4.3,11755.0,ColorFit Vision 2 Buzz,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,,NO,Low,< 18000,31,,,,,,,,,
noise,2999.0,5999.0,50.00833472,4.3,13108.0,"ColorFit Pro4 BT Calling 1.72"" TruView Display, Fully-functional digital crown",Rectangle,Black,Silicon,Yes,22.0,Yes,1.7 inches,,NO,Low,< 18000,32,,,,,,,,,
noise,2499.0,6999.0,64.29489927,4.3,3944.0,"ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes",Square,Grey,Silicon,Yes,22.0,Yes,1.9 inches,,NO,Low,< 18000,33,,,,,,,,,
noise,1299.0,4999.0,74.01480296,4.1,142612.0,"Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2",Square,Black,Thermo Plastic Polyurethene,Yes,22.0,Yes,1.4 inches,,NO,Low,< 18000,34,,,,,,,,,
noise,2999.0,8999.0,66.6740749,4.1,22942.0,"Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2",Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,,NO,Low,< 18000,35,,,,,,,,,
noise,3799.0,5999.0,36.672778799999996,4.2,6004.0,"ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite",Rectangle,Black,Silicon,Yes,22.0,Yes,1.8 inches,,NO,Low,< 18000,36,,,,,,,,,
noise,1799.0,5999.0,70.01166861,4.2,32505.0,ColorFit Brio,Rectangle,Black,Thermo Plastic Polyurethene,Yes,22.0,Yes,1.5 inches,,NO,Low,< 18000,38,,,,,,,,,
noise,1499.0,3999.0,62.51562891,4.0,6638.0,"Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes",Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,,NO,Low,< 18000,40,,,,,,,,,
noise,1799.0,5999.0,70.01166861,4.1,3506.0,"ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery",Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,,NO,Low,< 18000,41,,,,,,,,,
noise,1799.0,3999.0,55.01375344,4.2,5970.0,X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes,Rectangle,Grey,Silicon,Yes,22.0,Yes,1.7 inches,,NO,Low,< 18000,42,,,,,,,,,
fire-boltt,3799.0,16999.0,77.65162657,4.3,20788.0,BSW046,,,Silicon,Yes,3.5,Yes,1.8 inches,50 - 75 g,NO,Low,< 18000,43,,,,,,,,,
fire-boltt,1799.0,19999.0,91.00455023,4.3,13244.0,BSW053,,,Silicon,Yes,3.5,Yes,1.8 inches,75g +,YES,Low,< 18000,44,,,,,,,,,
fire-boltt,1299.0,9999.0,87.00870087,4.2,25784.0,BSW030,,,Silicon,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,45,,,,,,,,,
fire-boltt,1799.0,9999.0,82.00820082,4.2,33415.0,BSW042,,,Silicon,Yes,8.0,Yes,1.3 inches,50 - 75 g,NO,Low,< 18000,46,,,,,,,,,
fire-boltt,1799.0,2199.0,18.1900864,4.3,39274.0,BSW049,,,Silicon,Yes,3.5,Yes,1.3 inches,35 - 50 g,NO,Low,< 18000,47,,,,,,,,,
fire-boltt,1999.0,7999.0,75.00937617,4.1,33012.0,BSW024,,,Silicon,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,48,,,,,,,,,
fire-boltt,2499.0,9999.0,75.00750075,4.1,2571.0,BSW072,,,,Yes,8.0,Yes,2.0 inches,75g +,NO,Low,< 18000,49,,,,,,,,,
fire-boltt,1299.0,7999.0,83.76047006,4.2,25784.0,BSW030,,,Silicon,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,50,,,,,,,,,
fire-boltt,2499.0,11999.0,79.17326444,4.1,1990.0,BSW070,,,,Yes,8.0,Yes,1.9 inches,75g +,NO,Low,< 18000,51,,,,,,,,,
fire-boltt,1799.0,9999.0,82.00820082,4.2,33415.0,BSW042,,,Silicon,Yes,8.0,Yes,1.3 inches,50 - 75 g,NO,Low,< 18000,52,,,,,,,,,
fire-boltt,2499.0,9999.0,75.00750075,4.2,23302.0,BSW043,,,Silicon,Yes,3.5,Yes,1.8 inches,50 - 75 g,NO,Low,< 18000,53,,,,,,,,,
fire-boltt,2499.0,9999.0,75.00750075,4.2,23302.0,BSW043,,,Silicon,Yes,3.5,Yes,1.8 inches,50 - 75 g,NO,Low,< 18000,54,,,,,,,,,
fire-boltt,1794.0,7999.0,77.57219652,4.1,33012.0,BSW024,,,Silicon,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,55,,,,,,,,,
fire-boltt,3499.0,11999.0,70.83923659999999,4.1,44170.0,BSW005,,,Silicon,Yes,3.5,Yes,1.9 inches,75g +,NO,Low,< 18000,56,,,,,,,,,
fire-boltt,2499.0,18999.0,86.84667614,4.2,11.0,BSW073,,,,Yes,3.5,Yes,1.9 inches,75g +,NO,Low,< 18000,57,,,,,,,,,
fire-boltt,2499.0,11999.0,79.17326444,4.1,1990.0,BSW070,,,,Yes,8.0,Yes,1.9 inches,75g +,NO,Low,< 18000,58,,,,,,,,,
fire-boltt,1399.0,11999.0,88.34069506,4.1,1519.0,BSW037,,,Silicon,Yes,8.0,Yes,1.8 inches,75g +,NO,Low,< 18000,59,,,,,,,,,
fire-boltt,1899.0,8999.0,78.8976553,4.0,15543.0,BSW003,,,Silicon,Yes,8.0,Yes,1.3 inches,50 - 75 g,NO,Low,< 18000,60,,,,,,,,,
fire-boltt,1999.0,7999.0,75.00937617,4.1,33012.0,BSW024,,,Silicon,Yes,8.0,Yes,1.7 inches,35 - 50 g,NO,Low,< 18000,61,,,,,,,,,
fire-boltt,1799.0,11999.0,85.00708392,4.3,39274.0,BSW100,,,,Yes,3.5,Yes,1.4 inches,75g +,NO,Low,< 18000,62,,,,,,,,,
fire-boltt,2499.0,5999.0,58.34305718,2.5,,NINJA 2 MAX,Square,Black,Silicon,Yes,22.0,Yes,1.5 inches,,NO,Low,< 18000,63,,,,,,,,,
fire-boltt,2399.0,11999.0,80.00666722,2.5,6022.0,DAZZLE PLUS,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,,NO,Low,< 18000,64,,,,,,,,,
